id,xxx,gene
1,XXX,A_100 100
10,XXX,B_91 91
100,XXX,H_44 44
1000,XXX,D_72 72
10000,XXX,P_25 25
100000,XXX,AD_19 19
1000000,XXX,AV_12 12
10000000,XXX,BV_11 11
100000000,XXX,CZ_9 9
1000000000,XXX,EF_7 7
10000000000,XXX,FB_5 5
100000000000,XXX,GO_1 1
1000000001,XXX,EG_2 2
1000001,XXX,FF_2 2
100001,XXX,AE_6 6
100002,XXX,FE_1 1
10001,XXX,Q_19 19
100010,XXX,AF_17 17
1000100,XXX,CD_11 11
10001000,XXX,AZ_14 14
100010000,XXX,DH_7 7
1000100000,XXX,FJ_4 4
1000101,XXX,GI_2 2
100011,XXX,K_4 4
1000110,XXX,EL_6 6
10001100,XXX,FZ_1 1
10002,XXX,CM_2 2
100020,XXX,BX_6 6
100021,XXX,DB_5 5
1000210,XXX,GJ_2 2
100022,XXX,BZ_2 2
1001,XXX,M_2 2
10010,XXX,CN_2 2
100100,XXX,FX_3 3
100101,XXX,FW_1 1
10011,XXX,FU_1 1
100110,XXX,BA_3 3
1002,XXX,EC_1 1
10020,XXX,AO_2 2
1003,XXX,FA_1 1
10030,XXX,BG_1 1
100300,XXX,BO_1 1
1003000,XXX,FP_1 1
101,XXX,I_28 28
1010,XXX,R_14 14
10100,XXX,ES_2 2
101000,XXX,DZ_2 2
1010000,XXX,S_14 14
1010001,XXX,BF_3 3
10101,XXX,BY_1 1
1011,XXX,AJ_9 9
10110,XXX,DT_1 1
101100,XXX,BH_6 6
102,XXX,E_19 19
1020,XXX,J_15 15
10200,XXX,U_6 6
102000,XXX,CJ_2 2
102001,XXX,BR_1 1
10201,XXX,BM_3 3
102010,XXX,T_9 9
1020100,XXX,AL_7 7
10201000,XXX,BW_1 1
102011,XXX,DL_1 1
1020110,XXX,DA_2 2
1021,XXX,AI_4 4
1022,XXX,EJ_3 3
1023,XXX,V_3 3
10230,XXX,DN_6 6
102300,XXX,CW_1 1
1023000,XXX,AP_2 2
102301,XXX,DE_1 1
10231,XXX,BT_1 1
102310,XXX,AH_10 10
102311,XXX,CF_2 2
102312,XXX,AA_1 1
1024,XXX,AQ_1 1
10240,XXX,AX_4 4
10241,XXX,X_2 2
103,XXX,FR_4 4
1030,XXX,CT_3 3
104,XXX,EO_1 1
1040,XXX,BD_9 9
1041,XXX,DQ_1 1
11,XXX,C_9 9
110,XXX,BQ_1 1
1100,XXX,EI_1 1
11000,XXX,DV_1 1
12,XXX,AW_7 7
120,XXX,DD_1 1
13,XXX,FC_2 2
130,XXX,EB_1 1
1300,XXX,FT_1 1
13000,XXX,AM_2 2
14,XXX,FK_2 2
15,XXX,AR_1 1
150,XXX,F_5 5
1500,XXX,BI_3 3
151,XXX,AN_4 4
1510,XXX,L_3 3
16,XXX,GQ_1 1
160,XXX,CH_8 8
1600,XXX,DI_4 4
16000,XXX,BL_4 4
1601,XXX,CV_2 2
