id,xxx,gene
1,XXX,A_100 100
10,XXX,B_91 91
100,XXX,D_72 72
1000,XXX,I_28 28
10000,XXX,R_14 14
100000,XXX,BF_3 3
1000000,XXX,CJ_2 2
10000000,XXX,AI_4 4
100001,XXX,ES_2 2
1000010,XXX,CH_8 8
10000100,XXX,BD_9 9
100001000,XXX,DN_6 6
1000010000,XXX,AH_10 10
1000010001,XXX,FP_1 1
10001,XXX,AJ_9 9
100010,XXX,S_14 14
1000100,XXX,BI_3 3
10001000,XXX,CN_2 2
100010000,XXX,DV_1 1
1000101,XXX,CM_2 2
10001010,XXX,BH_6 6
100011,XXX,BL_4 4
100012,XXX,FX_3 3
10002,XXX,BW_1 1
1001,XXX,AD_19 19
10010,XXX,H_44 44
100100,XXX,BV_11 11
1001000,XXX,AV_12 12
10010000,XXX,P_25 25
100100000,XXX,CZ_9 9
1001000000,XXX,EF_7 7
10010000000,XXX,FB_5 5
100100000000,XXX,GI_2 2
1001000000000,XXX,GO_1 1
10010000001,XXX,FC_2 2
100100000010,XXX,FU_1 1
1001000001,XXX,FE_1 1
10010000010,XXX,EG_2 2
100100001,XXX,DA_2 2
1001000010,XXX,EI_1 1
100100002,XXX,BQ_1 1
100101,XXX,AW_7 7
1001010,XXX,DB_5 5
10010100,XXX,EJ_3 3
100101000,XXX,BX_6 6
1001010000,XXX,FF_2 2
10010100000,XXX,FW_1 1
100101001,XXX,FA_1 1
1001011,XXX,BY_1 1
1001012,XXX,DL_1 1
1002,XXX,AF_17 17
10020,XXX,CD_11 11
100200,XXX,AZ_14 14
1002000,XXX,Q_19 19
10020000,XXX,EL_6 6
100200000,XXX,DH_7 7
1002000000,XXX,FK_2 2
10020000000,XXX,FZ_1 1
1002000001,XXX,GJ_2 2
10020000010,XXX,FJ_4 4
10020001,XXX,DI_4 4
100200010,XXX,EO_1 1
1003,XXX,AX_4 4
10030,XXX,AE_6 6
100300,XXX,BZ_2 2
1003000,XXX,DD_1 1
1003001,XXX,DE_1 1
101,XXX,E_19 19
1010,XXX,J_15 15
10100,XXX,T_9 9
101000,XXX,AL_7 7
1010000,XXX,BM_3 3
10100000,XXX,CV_2 2
101000000,XXX,EB_1 1
101000001,XXX,EC_1 1
1010001,XXX,CT_3 3
10100010,XXX,DZ_2 2
101001,XXX,BO_1 1
1010010,XXX,AM_2 2
10100100,XXX,FT_1 1
10101,XXX,U_6 6
101010,XXX,AO_2 2
1010100,XXX,BR_1 1
10101000,XXX,DT_1 1
101011,XXX,CW_1 1
101012,XXX,DQ_1 1
1010120,XXX,AN_4 4
10102,XXX,GQ_1 1
1011,XXX,K_4 4
10110,XXX,V_3 3
101100,XXX,AQ_1 1
101101,XXX,BT_1 1
1011010,XXX,AP_2 2
10110100,XXX,BA_3 3
10110101,XXX,AA_1 1
10111,XXX,CF_2 2
10112,XXX,BG_1 1
11,XXX,F_5 5
110,XXX,C_9 9
1100,XXX,M_2 2
1101,XXX,AR_1 1
11010,XXX,FR_4 4
11011,XXX,L_3 3
110110,XXX,X_2 2
