id,xxx,gene
1,XXX,D_72 72
10,XXX,A_100 100
100,XXX,B_91 91
1000,XXX,H_44 44
10000,XXX,AD_19 19
100000,XXX,CZ_9 9
1000000,XXX,AV_12 12
10000000,XXX,P_25 25
100000000,XXX,BV_11 11
1000000000,XXX,EF_7 7
10000000000,XXX,FC_2 2
1000000001,XXX,AN_4 4
1000000002,XXX,EG_2 2
1000000003,XXX,BY_1 1
10000000030,XXX,GJ_2 2
100001,XXX,BX_6 6
1000010,XXX,EJ_3 3
10000100,XXX,FW_1 1
100001000,XXX,U_6 6
100001001,XXX,CJ_2 2
1000011,XXX,CM_2 2
10000110,XXX,FU_1 1
100001100,XXX,AO_2 2
1000012,XXX,EI_1 1
10000120,XXX,BA_3 3
10000121,XXX,AR_1 1
100002,XXX,DE_1 1
1000020,XXX,FR_4 4
10000200,XXX,AA_1 1
1000021,XXX,DQ_1 1
10001,XXX,CD_11 11
100010,XXX,AZ_14 14
1000100,XXX,AF_17 17
10001000,XXX,Q_19 19
100010000,XXX,DH_7 7
1000100000,XXX,EL_6 6
10001000000,XXX,FJ_4 4
100010000000,XXX,GQ_1 1
10001000001,XXX,FK_2 2
100010001,XXX,DI_4 4
1000101,XXX,M_2 2
100011,XXX,L_3 3
100012,XXX,CN_2 2
10002,XXX,BZ_2 2
100020,XXX,AX_4 4
1000200,XXX,AE_6 6
10003,XXX,DL_1 1
1001,XXX,I_28 28
10010,XXX,S_14 14
100100,XXX,BI_3 3
1001000,XXX,AJ_9 9
10010000,XXX,DT_1 1
100100000,XXX,DB_5 5
10011,XXX,AI_4 4
100110,XXX,R_14 14
1001100,XXX,DN_6 6
10011000,XXX,BH_6 6
100110000,XXX,BD_9 9
1001100000,XXX,ES_2 2
10011000000,XXX,AH_10 10
100110000000,XXX,CH_8 8
1001100000000,XXX,BQ_1 1
100110000001,XXX,AW_7 7
1001100000010,XXX,AM_2 2
100110001,XXX,FA_1 1
1001100010,XXX,GI_2 2
10011001,XXX,EO_1 1
10011002,XXX,FE_1 1
1001101,XXX,FT_1 1
10012,XXX,CT_3 3
1002,XXX,J_15 15
10020,XXX,AL_7 7
100200,XXX,T_9 9
1002000,XXX,E_19 19
10020000,XXX,BM_3 3
100200000,XXX,CV_2 2
1002000000,XXX,FX_3 3
10020000000,XXX,CF_2 2
100200000000,XXX,BG_1 1
10020000001,XXX,DA_2 2
100200000010,XXX,EB_1 1
1002000000100,XXX,BL_4 4
10020000001000,XXX,FB_5 5
10020000001001,XXX,BF_3 3
1002000000101,XXX,DD_1 1
1002000001,XXX,DZ_2 2
10021,XXX,EC_1 1
100210,XXX,FP_1 1
1003,XXX,V_3 3
10030,XXX,K_4 4
100300,XXX,AQ_1 1
100301,XXX,BT_1 1
1003010,XXX,AP_2 2
10030100,XXX,BR_1 1
1003011,XXX,BW_1 1
10030110,XXX,X_2 2
1004,XXX,FF_2 2
10040,XXX,BO_1 1
100400,XXX,CW_1 1
101,XXX,C_9 9
1010,XXX,F_5 5
11,XXX,DV_1 1
110,XXX,GO_1 1
12,XXX,FZ_1 1
