id,xxx,gene
1,XXX,A_100
10,XXX,B_71
100,XXX,D_62
1000,XXX,H_50
10000,XXX,P_48
100000,XXX,AB_33
1000000,XXX,AV_31
10000000,XXX,BP_17
100000000,XXX,CN_13
1000000000,XXX,DJ_9
10000000000,XXX,EK_3
100000000000,XXX,FD_2
1000000000000,XXX,FU_1
10000000001,XXX,FF_2
100000000010,XXX,EL_3
1000000000100,XXX,DK_4
10000000001000,XXX,FW_1
10000000002,XXX,FC_1
100000000020,XXX,EJ_6
1000000000200,XXX,FS_1
10000000002000,XXX,FB_5
100000001,XXX,CO_4
1000000010,XXX,DM_2
10000000100,XXX,EP_1
10000000101,XXX,EQ_1
10000001,XXX,BQ_14
100000010,XXX,DN_8
1000000100,XXX,CP_9
10000001000,XXX,ER_6
100000010000,XXX,FZ_1
1000000100000,XXX,FI_2
100000010001,XXX,GH_1
1000000100010,XXX,FY_2
10000001000100,XXX,FH_4
10000001001,XXX,ES_2
100000010010,XXX,FJ_1
100000010011,XXX,FK_1
100000011,XXX,DP_4
1000000110,XXX,FL_1
10000001100,XXX,ET_2
100000011000,XXX,CQ_5
1000001,XXX,AW_2
10000010,XXX,BR_1
10000011,XXX,BS_1
100001,XXX,AC_15
1000010,XXX,BT_9
10000100,XXX,AX_10
100001000,XXX,CR_7
1000010000,XXX,DR_6
10000100000,XXX,EV_5
100001000000,XXX,FP_4
1000010000000,XXX,GM_1
10000100000000,XXX,GC_2
10000100001,XXX,EW_1
100001001,XXX,CS_2
1000010010,XXX,DT_1
1000011,XXX,CT_2
10000110,XXX,AY_5
100001100,XXX,DV_1
1000011000,XXX,BV_4
10001,XXX,Q_2
100010,XXX,AD_1
1001,XXX,R_10
10010,XXX,I_12
100100,XXX,AF_9
1001000,XXX,BX_4
10010000,XXX,AZ_6
100100000,XXX,CW_2
1001000000,XXX,EC_1
100100001,XXX,EA_1
1001000010,XXX,CV_2
1001001,XXX,BA_3
10010010,XXX,BZ_2
100100100,XXX,CZ_1
1001001000,XXX,CA_1
100101,XXX,AG_1
101,XXX,E_9
1010,XXX,J_8
10100,XXX,AL_1
101000,XXX,AJ_4
1010000,XXX,T_6
10100000,XXX,CB_2
101000000,XXX,BB_3
1010000000,XXX,DB_1
101001,XXX,U_2
1011,XXX,K_1
11,XXX,C_29
110,XXX,L_21
1100,XXX,F_24
11000,XXX,V_13
110000,XXX,BF_8
1100000,XXX,AN_10
11000000,XXX,DD_4
110000000,XXX,CD_6
1100000000,XXX,EE_2
11000000000,XXX,EZ_1
1100000001,XXX,EF_1
11000000010,XXX,DE_2
11000001,XXX,DG_1
110000010,XXX,CE_2
110001,XXX,BH_2
1100010,XXX,AO_3
11000100,XXX,CH_1
11001,XXX,W_8
110010,XXX,AP_5
1100100,XXX,BJ_4
11001000,XXX,DH_2
110010000,XXX,CJ_3
1100100000,XXX,EH_1
1100100001,XXX,EI_1
11001001,XXX,CK_1
1100101,XXX,BL_2
11001010,XXX,CL_1
110010100,XXX,AQ_3
111,XXX,N_4
1110,XXX,G_5
11100,XXX,Z_3
111000,XXX,BN_1
1110000,XXX,AT_2
