id,xxx,gene
1,XXX,A_100
10,XXX,B_99
100,XXX,D_82
1000,XXX,F_76
10000,XXX,J_58
100000,XXX,R_50
1000000,XXX,AH_36
10000000,XXX,BD_30
100000000,XXX,BT_22
1000000000,XXX,CN_18
10000000000,XXX,DN_17
100000000000,XXX,EN_13
1000000000000,XXX,FF_11
10000000000000,XXX,FS_5
100000000000000,XXX,GH_3
1000000000000000,XXX,GM_1
10000000000000000,XXX,GB_4
100000000000001,XXX,GC_1
10000000000001,XXX,FZ_4
100000000000010,XXX,FR_6
1000000000000100,XXX,GJ_2
10000000000001000,XXX,GO_1
100000000000010000,XXX,GD_3
10000000000002,XXX,FG_2
100000000000020,XXX,FT_1
100000000001,XXX,FH_2
1000000000010,XXX,EO_4
10000000000100,XXX,FV_1
10000000000101,XXX,FW_1
1000000001,XXX,DP_3
10000000010,XXX,EQ_1
100000000100,XXX,CO_4
100000001,XXX,DS_3
1000000010,XXX,EU_1
10000000100,XXX,CP_6
100000001000,XXX,BU_8
10000001,XXX,DV_2
100000010,XXX,BE_6
1000000100,XXX,CU_1
10000001000,XXX,BW_2
1000000101,XXX,EV_1
10000001010,XXX,BV_4
100000010100,XXX,CR_3
1000001,XXX,AI_14
10000010,XXX,BF_9
100000100,XXX,CV_5
1000001000,XXX,DX_3
10000010000,XXX,EX_2
100000100000,XXX,FP_1
1000001000000,XXX,BX_6
100000101,XXX,BY_3
1000001010,XXX,CX_2
10000010100,XXX,EA_1
1000001011,XXX,CY_1
10000011,XXX,DB_1
100000110,XXX,BG_5
1000001100,XXX,BZ_3
10000011000,XXX,DA_1
100000110000,XXX,CA_2
100001,XXX,S_8
1000010,XXX,AJ_7
10000100,XXX,BH_5
100001000,XXX,CC_1
1000010000,XXX,FB_1
10000100000,XXX,DD_3
100001000000,XXX,ED_2
1000010000000,XXX,CB_4
1000011,XXX,AK_1
10001,XXX,K_18
100010,XXX,T_17
1000100,XXX,AL_10
10001000,XXX,BK_5
100010000,XXX,CH_4
1000100000,XXX,DJ_3
10001000000,XXX,EI_1
1000100001,XXX,DK_1
100010001,XXX,CI_1
10001001,XXX,CF_3
100010010,XXX,EG_1
1000100100,XXX,BJ_5
10001001000,XXX,DF_2
1000101,XXX,AM_7
10001010,XXX,BL_5
100010100,XXX,CJ_4
1000101000,XXX,DL_2
10001010000,XXX,EJ_1
10001010001,XXX,EK_1
1000101001,XXX,DM_2
10001010010,XXX,EM_1
100010101,XXX,CK_1
10001011,XXX,BM_2
100010110,XXX,CL_1
1001,XXX,G_6
10010,XXX,M_3
100100,XXX,X_2
1001000,XXX,AP_1
1001001,XXX,AQ_1
10011,XXX,W_1
100110,XXX,L_3
101,XXX,E_17
1010,XXX,I_8
10100,XXX,AE_2
101000,XXX,P_5
1010000,XXX,AZ_1
10100000,XXX,BA_1
10101,XXX,BC_1
101010,XXX,Q_3
1010100,XXX,AF_2
1011,XXX,AW_1
10110,XXX,H_9
101100,XXX,O_3
1011000,XXX,AB_2
10110000,XXX,AV_1
